topK,AUROC_mean,AUPRC_mean,AUROC_std,AUPRC_std
107.0,0.7641818688861141,0.19788465971732444,0.027653763289503284,0.03732054470294449
108.0,0.7569726745274172,0.19618659083488982,0.037976890415102674,0.034010237946735064
109.0,0.7781732769657166,0.21342147669244946,0.022997241440442608,0.027545547477285638
110.0,0.773987014427111,0.2076384553402987,0.03220217936961415,0.027134154043403788
111.0,0.7584680523840783,0.19331112816173848,0.018072993553965536,0.01956437512414631
112.0,0.7547266105661425,0.18740849604182191,0.011926750232586204,0.016667004937143445
113.0,0.7635245326214747,0.19811906654724054,0.008027159215655335,0.012365253938073691
114.0,0.7678764139508852,0.20686126895293877,0.01926384521971183,0.026125981691914702
115.0,0.7779511574606146,0.21429568347149472,0.024651394292525743,0.024358624880348095
116.0,0.7711097254401392,0.19921303335593937,0.02191823058673415,0.018435114759540547
117.0,0.7768668684786126,0.217590703061504,0.025771814882741693,0.0346678401658016
118.0,0.7786936817281848,0.20965106006811932,0.017808092009205526,0.024390269495216402
119.0,0.7672421152927256,0.20784015792239546,0.02840131062974867,0.038149997331537344
120.0,0.7837213193835402,0.21584012657887847,0.01767748836482981,0.026501060340188613
121.0,0.7676795065734938,0.20565850998506577,0.028274813410755308,0.031149801971184866
122.0,0.7652591187603893,0.20356855421956208,0.024758285668651073,0.039144455789550926
123.0,0.7679909070756452,0.20343293309162863,0.0261313805802032,0.03603579728801815
124.0,0.7506370851743196,0.18261428207128558,0.019042048918252667,0.014578336404556393
125.0,0.7713851351502756,0.20940667175811956,0.028880976282620763,0.029394245213715604
126.0,0.7696815198118547,0.20157986700861485,0.024289507485650442,0.028507009138196506
127.0,0.7734013139202398,0.20342494732110544,0.020203854833551978,0.025160741626244792
128.0,0.7612402421143656,0.19582178985667165,0.013159726676807981,0.021898194475205957
