topK,AUROC_mean,AUPRC_mean,AUROC_std,AUPRC_std
29.0,0.8234218468150823,0.3371513140317214,0.008969305051147373,0.00976994907753423
30.0,0.8231653651100059,0.33580454927843384,0.008823828610785327,0.010385257321460766
31.0,0.8236938229190759,0.3369426031576003,0.008420248174304899,0.009684944776286637
32.0,0.8235326019838718,0.33652948455982185,0.008238680208873871,0.009307874303785843
33.0,0.8243703434982905,0.3363217534828546,0.008350982369482611,0.007923715296573569
34.0,0.8243629160008503,0.3363808683073939,0.008392114072748912,0.00790300862351588
35.0,0.8266578429729001,0.33687300493588646,0.007628921410416645,0.011339922158304833
36.0,0.7049523749087532,0.18219820908094805,0.05767064447240731,0.06497162992619704
37.0,0.7048563437449792,0.1820119402171228,0.05786253940734271,0.06475974180241655
38.0,0.7105234689995781,0.18462390872597506,0.05436274378758793,0.06405672128531953
39.0,0.7097583466056938,0.18431474777909024,0.054759419557747234,0.06428995977330082
40.0,0.7097665994013275,0.1842263546669492,0.054739601039309096,0.06410064241961157
41.0,0.7096371627630322,0.18450378712255355,0.0551440683288636,0.06490652456625834
42.0,0.7152243980232531,0.1855585106036448,0.05251523543040471,0.06479711044366533
43.0,0.7152258523407138,0.18549583494928507,0.052554439135975406,0.06469213811927224
44.0,0.7151734829597188,0.18544292523340072,0.052568999768232774,0.06462314981544859
45.0,0.7081832879720518,0.1826705653663661,0.056030306359362306,0.06495500239644224
46.0,0.6849779254295203,0.1526650231038267,0.027330319722449977,0.0109125614745672
47.0,0.6849807359139225,0.15267024462240036,0.02734874941301092,0.01092413705351716
48.0,0.6887437902481022,0.15391398629980038,0.026994769598758718,0.011157874930770154
49.0,0.6887475929932856,0.1539156873602136,0.026998161208666868,0.011161486650218337
50.0,0.6883606181761157,0.15375459397926639,0.027134341862275382,0.011162112959030591
51.0,0.6883602070975483,0.1537543847232102,0.027133674335450653,0.011161767447934704
52.0,0.6883585234776356,0.15375280145382036,0.027131778955043873,0.011160194087602712
53.0,0.6883585234776356,0.15375280145382036,0.027131778955043873,0.011160194087602712
54.0,0.6883585234776356,0.15375280145382036,0.027131778955043873,0.011160194087602712
55.0,0.6882217987491097,0.1537169693850663,0.027218858811718063,0.011173662088431506
56.0,0.6888058884040522,0.15378638329353728,0.027238335234755693,0.011090366147271534
57.0,0.6928423962872892,0.15368751155549493,0.028426742819980887,0.010275930427037823
58.0,0.692826061970566,0.15368356166931316,0.02842853581417953,0.010276638355080976
59.0,0.6928252398134311,0.15368264233225878,0.028427156839609197,0.01027516130214558
60.0,0.6932687799993312,0.15374581363070805,0.02837832800382298,0.010254092623919972
61.0,0.6927409526667705,0.1536867922948254,0.028515247751432608,0.010318983450739111
62.0,0.6934759188506362,0.15393508466892952,0.028590340523030233,0.010322281809714952
63.0,0.6934711475552732,0.15393108908350756,0.028586095130214987,0.010324891355523008
64.0,0.6933950873478179,0.15381580304084008,0.02877033664958036,0.010141068555493777
65.0,0.6930102371491491,0.1547140738620517,0.029075032237748336,0.011945076914526995
66.0,0.6483806207299048,0.1452348271066123,0.04293896881116311,0.0139687648137971
67.0,0.6483801934351717,0.1452347455899738,0.04293910321094057,0.013968795282408318
68.0,0.6520324463505486,0.14646891578677143,0.03939261106857145,0.014233229959754649
69.0,0.6520270948685276,0.14646715780337766,0.03939372908225003,0.014232408801462674
70.0,0.6962304246847953,0.15674578416928558,0.033239732726519575,0.011448208225275477
71.0,0.5936431470018813,0.13589510767980179,0.07037495177156275,0.013690329223742985
72.0,0.5990947167368136,0.13721841625650824,0.06796225791302964,0.014449216937548621
73.0,0.5983021699849587,0.13672431509716104,0.06556432374277027,0.013522776087854807
74.0,0.5983515823174657,0.13673481693838113,0.06560285456094103,0.013537828748863747
75.0,0.5983622927420787,0.1367355165872301,0.06561198334634546,0.013538059387877348
76.0,0.5986799381569331,0.1367762266303792,0.0655862729947831,0.013550896461008653
77.0,0.6301649978380586,0.14272246042325282,0.06037857431945129,0.015092710394273687
78.0,0.6164707438189779,0.14128227433046464,0.06180142265703226,0.016500220223785906
79.0,0.585346146969097,0.14097840849874094,0.084380632629901,0.02914538232719874
80.0,0.5854666422343137,0.1409697933554505,0.08439845072847774,0.02909602567479625
81.0,0.5848160677989089,0.13973167874962575,0.08384863855298043,0.026783183373658183
82.0,0.5848164510539999,0.1397334757211453,0.08385434027007793,0.02678615286548737
83.0,0.5849500675383429,0.13974706118332433,0.08376510983566161,0.02674774714099896
84.0,0.5849533932080677,0.1397561394403039,0.08377277140297469,0.0267673480116596
85.0,0.5849765287783957,0.13979419184416522,0.08378925997201789,0.026818461834770987
86.0,0.5855892077693446,0.14077778970863805,0.0829287561821867,0.028524751469739734
87.0,0.5859294823580956,0.14053461372988682,0.0826522276814626,0.02790765434940892
88.0,0.585915541726092,0.14053447577419284,0.08265913741371621,0.02791326982502247
89.0,0.5859176344055429,0.14053597385368194,0.08267897431139905,0.027918822680078326
90.0,0.5863903227650002,0.14017083841988032,0.08280183970244347,0.02711234068480569
91.0,0.5854376466015891,0.1396517511971765,0.08185593895040684,0.02622783778328652
92.0,0.5855508372830649,0.13999036752557872,0.08194608444882995,0.026873359074651115
93.0,0.5855682270333251,0.14009571724695674,0.0819665743880738,0.02707773375301574
94.0,0.5855148372042023,0.14009790099230887,0.0819672930415578,0.027160394374813667
95.0,0.5855123208153254,0.1400997017975524,0.08197244674140719,0.02716688459476001
96.0,0.5855246912514513,0.14013808281937562,0.08198076288355653,0.027241277756430284
97.0,0.5855260726827305,0.14016973029981866,0.08196630771448969,0.027300493383162754
98.0,0.7054769253318784,0.1616363682641823,0.028640550731663418,0.02389017742328155
99.0,0.7054297058534319,0.1615850797675317,0.028650881093717277,0.023893727197392512
100.0,0.705468341959872,0.16162892075181906,0.028718115177061427,0.023975248394002793
101.0,0.7054683159126907,0.16162995874111485,0.02871896946834527,0.023977785797028073
102.0,0.706317400156878,0.16189755115305804,0.03020851526687049,0.024238425520100356
103.0,0.7063198666282824,0.16189861184509727,0.03021318201209863,0.024242259255969446
104.0,0.7063198666282824,0.16189861184509727,0.03021318201209863,0.024242259255969446
105.0,0.7063198666282824,0.16189861184509727,0.03021318201209863,0.024242259255969446
106.0,0.7069016695655655,0.16219330115743008,0.031176155240367452,0.024803307613979596
107.0,0.7037674564744321,0.16077302679893835,0.03214983886771303,0.02585572375102108
108.0,0.7037670453958648,0.160772349849503,0.0321490571806189,0.025854397306141468
109.0,0.7035718704322858,0.16071240622341576,0.032225610465539394,0.026166836498978826
110.0,0.7035730884213305,0.16071410845744147,0.03222708435572326,0.02616948089378658
111.0,0.7035747756430133,0.1607150118167024,0.032225622433692154,0.02616949061962789
112.0,0.7036166948939402,0.1607302060402962,0.03231345284430645,0.026205107924857918
113.0,0.703615876364549,0.16073066859295482,0.03231578549040016,0.02620692968586254
114.0,0.7036154652859816,0.16073080892639316,0.03231500322228635,0.026207204863323123
115.0,0.7040437294920998,0.15952335705094214,0.032414657694353234,0.024818658143990816
116.0,0.7040450236652527,0.15952376726934775,0.0324131459516001,0.024816338069353225
117.0,0.7040446125866853,0.1595234863817429,0.032412363785962586,0.02481579399601902
118.0,0.7033067331758543,0.1582991263517985,0.03097019695919554,0.023626728823955685
119.0,0.7033067331758543,0.1582991263517985,0.03097019695919554,0.023626728823955685
120.0,0.7039094370605345,0.15882009550987092,0.03185830793196251,0.024328011515012793
121.0,0.7039771990785517,0.159072959601972,0.03184339605235984,0.024635227388966795
122.0,0.7039792354718433,0.159062831531228,0.031848631649409716,0.024620153386966995
123.0,0.7039792354718433,0.159062831531228,0.031848631649409716,0.024620153386966995
124.0,0.7039792354718433,0.159062831531228,0.031848631649409716,0.024620153386966995
125.0,0.7039792354718433,0.159062831531228,0.031848631649409716,0.024620153386966995
126.0,0.7039766643371849,0.1590571431698243,0.031853652154731606,0.02461960193755133
127.0,0.7040221896782555,0.1590770547644454,0.03180005727827958,0.02456882196689487
128.0,0.7045877578403241,0.1588738607080415,0.03186663931363456,0.023560383506620992
